County_Name,State_Name,Confirmed,New,Death,Fatality_Rate,Last_Update,Latitude,Longitude
Pitkin,Colorado,10,,0,0.0,2020-03-14 12:04 EDT,39.217125200000005,-106.9167355
Arapahoe,Colorado,7,,0,0.0,2020-03-14 12:04 EDT,39.6497672,-104.33920440000001
Jefferson,Colorado,7,,0,0.0,2020-03-14 12:04 EDT,39.5864316,-105.25040220000001
Douglas,Colorado,4,,0,0.0,2020-03-14 12:04 EDT,39.3296664,-104.9295706
Gunnison,Colorado,4,,0,0.0,2020-03-14 12:04 EDT,38.54526,-106.92692
Adams,Colorado,3,,0,0.0,2020-03-14 12:04 EDT,39.8737591,-104.3366349
Summit,Colorado,2,,0,0.0,2020-03-14 12:04 EDT,39.6341694,-106.1163607
El Paso,Colorado,2,,1,0.5,2020-03-14 12:04 EDT,38.8321269,-104.5255141
Unassigned,Colorado,2,,0,0.0,2020-03-14 12:04 EDT,39.059810999999996,-105.311104
Weld,Colorado,2,,0,0.0,2020-03-14 12:04 EDT,40.5547727,-104.3924353
Larimer,Colorado,1,,0,0.0,2020-03-14 12:04 EDT,40.666452500000005,-105.46093629999999
Pueblo,Colorado,1,,0,0.0,2020-03-14 12:04 EDT,38.26375,-104.61251999999999
Routt,Colorado,1,,0,0.0,2020-03-14 12:04 EDT,40.484997899999996,-106.9912189
Broward,Florida,19,,0,0.0,2020-03-14 12:04 EDT,26.152245399999998,-80.48705340000001
Miami-Dade,Florida,8,,0,0.0,2020-03-14 12:04 EDT,25.614182100000004,-80.5679083
Unassigned,Florida,5,,0,0.0,2020-03-14 12:04 EDT,27.766278999999997,-81.68678299999999
Palm Beach,Florida,5,,0,0.0,2020-03-14 12:04 EDT,26.70288,-80.03661
Manatee,Florida,4,,0,0.0,2020-03-14 12:04 EDT,27.49643,-82.53954
Lee,Florida,4,,1,0.25,2020-03-14 12:04 EDT,26.579651600000002,-81.8246853
Volusia,Florida,4,,0,0.0,2020-03-14 12:04 EDT,29.169340000000002,-81.52251
Hillsborough,Florida,3,,0,0.0,2020-03-14 12:04 EDT,27.930231,-82.3078553
Alachua,Florida,3,,0,0.0,2020-03-14 12:04 EDT,29.793090000000003,-82.49428
Collier,Florida,3,,0,0.0,2020-03-14 12:04 EDT,26.116255600000002,-81.3401333
Pinellas,Florida,2,,0,0.0,2020-03-14 12:04 EDT,27.9313392,-82.7219403
Sarasota,Florida,2,,0,0.0,2020-03-14 12:04 EDT,27.338890000000003,-82.53886999999999
Orange,Florida,2,,1,0.5,2020-03-14 12:04 EDT,41.33141,-74.35667
Santa Rosa,Florida,1,,1,1.0,2020-03-14 12:04 EDT,30.7314761,-87.01761390000001
Charlotte,Florida,1,,0,0.0,2020-03-14 12:04 EDT,26.908483299999997,-81.9034392
Okaloosa,Florida,1,,0,0.0,2020-03-14 12:04 EDT,30.7070235,-86.5965082
Nassau,Florida,1,,0,0.0,2020-03-14 12:04 EDT,30.6107767,-81.80174
Pasco,Florida,1,,0,0.0,2020-03-14 12:04 EDT,28.32453,-82.33624
St. Johns,Florida,1,,0,0.0,2020-03-14 12:04 EDT,30.120509999999996,-81.62536
Seminole,Florida,1,,0,0.0,2020-03-14 12:04 EDT,28.717001399999997,-81.2363226
Duval,Florida,1,,0,0.0,2020-03-14 12:04 EDT,30.478440000000003,-81.62557
Clay,Florida,1,,0,0.0,2020-03-14 12:04 EDT,29.983055199999995,-81.8577821
Osceola,Florida,1,,0,0.0,2020-03-14 12:04 EDT,28.068125800000004,-81.1451965
Unassigned,Georgia,22,,0,0.0,2020-03-14 12:04 EDT,33.040619,-83.643074
Fulton,Georgia,8,,0,0.0,2020-03-14 12:04 EDT,33.7902407,-84.46710999999999
Cobb,Georgia,8,,1,0.125,2020-03-14 12:04 EDT,33.9414802,-84.57663740000001
DeKalb,Georgia,5,,0,0.0,2020-03-14 12:04 EDT,33.7715373,-84.22646529999999
Bartow,Georgia,4,,0,0.0,2020-03-14 12:04 EDT,34.237644,-84.84072940000001
Floyd,Georgia,3,,0,0.0,2020-03-14 12:04 EDT,34.2632424,-85.2145276
Fayette,Georgia,3,,0,0.0,2020-03-14 12:04 EDT,33.413909100000005,-84.4942725
Gwinnett,Georgia,2,,0,0.0,2020-03-14 12:04 EDT,33.961188799999995,-84.0235873
Gordon,Georgia,2,,0,0.0,2020-03-14 12:04 EDT,34.5031965,-84.8758788
Polk,Georgia,1,,0,0.0,2020-03-14 12:04 EDT,34.0016881,-85.18810970000001
Cherokee,Georgia,1,,0,0.0,2020-03-14 12:04 EDT,34.24398970000001,-84.4762441
Charlton,Georgia,1,,0,0.0,2020-03-14 12:04 EDT,30.7817109,-82.1377648
Lowndes,Georgia,1,,0,0.0,2020-03-14 12:04 EDT,30.8336283,-83.2676955
Lee,Georgia,1,,0,0.0,2020-03-14 12:04 EDT,31.7795972,-84.1408802
Camden,Georgia,1,,0,0.0,2020-03-14 12:04 EDT,30.932502500000002,-81.67112809999999
Coweta,Georgia,1,,0,0.0,2020-03-14 12:04 EDT,33.3536027,-84.76336690000001
Orleans,Louisiana,26,,0,0.0,2020-03-14 12:04 EDT,30.0384318,-89.9005515
Unassigned,Louisiana,15,,0,0.0,2020-03-14 12:04 EDT,31.169546,-91.867805
Jefferson parish,Louisiana,3,,0,0.0,2020-03-14 12:04 EDT,,
St. Tammany,Louisiana,2,,0,0.0,2020-03-14 12:04 EDT,30.39408,-89.89506999999999
Caddo,Louisiana,1,,0,0.0,2020-03-14 12:04 EDT,32.75632,-93.97374
Lafourche Parish,Louisiana,1,,0,0.0,2020-03-14 12:04 EDT,,
St. Bernard Parish,Louisiana,1,,0,0.0,2020-03-14 12:04 EDT,,
St. Charles Parish,Louisiana,1,,0,0.0,2020-03-14 12:04 EDT,,
Terrebonne Parish,Louisiana,1,,0,0.0,2020-03-14 12:04 EDT,,
Harris,Texas,10,,0,0.0,2020-03-14 12:04 EDT,29.857628000000002,-95.39311140000001
Fort Bend,Texas,9,,0,0.0,2020-03-14 12:04 EDT,29.527452500000003,-95.7706508
Dallas,Texas,9,,0,0.0,2020-03-14 12:04 EDT,32.778220000000005,-96.79512
Collin,Texas,6,,0,0.0,2020-03-14 12:04 EDT,33.1968,-96.80393000000001
Tarrant,Texas,3,,0,0.0,2020-03-14 12:04 EDT,32.8173,-97.07655
Montgomery,Texas,3,,0,0.0,2020-03-14 12:04 EDT,30.38862,-95.69633
Travis,Texas,3,,0,0.0,2020-03-14 12:04 EDT,30.3346227,-97.7821898
Smith,Texas,3,,0,0.0,2020-03-14 12:04 EDT,32.375056,-95.2691026
Gregg,Texas,1,,0,0.0,2020-03-14 12:04 EDT,32.480624600000006,-94.816991
Bexar,Texas,1,,0,0.0,2020-03-14 12:04 EDT,29.4489207,-98.52000770000001
El Paso,Texas,1,,0,0.0,2020-03-14 12:04 EDT,31.759159999999998,-106.48749
Bell,Texas,1,,0,0.0,2020-03-14 12:04 EDT,31.0376588,-97.4780738
Bergen,New Jersey,15,,1,0.0666667,2020-03-14 12:04 EDT,40.9594915,-74.074442
Monmouth,New Jersey,8,,0,0.0,2020-03-14 12:04 EDT,40.2600411,-74.2219463
Middlesex,New Jersey,6,,0,0.0,2020-03-14 12:04 EDT,40.57936,-74.50067
Hudson,New Jersey,4,,0,0.0,2020-03-14 12:04 EDT,40.740342299999995,-74.07410970000001
Burlington,New Jersey,3,,0,0.0,2020-03-14 12:04 EDT,40.07687,-74.85775
Essex,New Jersey,3,,0,0.0,2020-03-14 12:04 EDT,40.7877926,-74.2476006
Morris,New Jersey,3,,0,0.0,2020-03-14 12:04 EDT,40.862019000000004,-74.5442741
Camden,New Jersey,2,,0,0.0,2020-03-14 12:04 EDT,39.94525,-75.11913
Passaic,New Jersey,2,,0,0.0,2020-03-14 12:04 EDT,40.86034,-74.12374
Union,New Jersey,1,,0,0.0,2020-03-14 12:04 EDT,40.69635,-74.26957
Somerset,New Jersey,1,,0,0.0,2020-03-14 12:04 EDT,40.49859,-74.52249
Ocean,New Jersey,1,,0,0.0,2020-03-14 12:04 EDT,39.90927429999999,-74.2969653
Mercer,New Jersey,1,,0,0.0,2020-03-14 12:04 EDT,40.2833191,-74.70157370000001
Cook,Illinois,40,,0,0.0,2020-03-14 12:04 EDT,41.84014929999999,-87.8168232
Kane,Illinois,2,,0,0.0,2020-03-14 12:04 EDT,41.9388756,-88.42863929999999
McHenry,Illinois,2,,0,0.0,2020-03-14 12:04 EDT,42.326209999999996,-88.26731
Lake,Illinois,2,,0,0.0,2020-03-14 12:04 EDT,42.3232765,-88.0035345
Montgomery,Pennsylvania,18,,0,0.0,2020-03-14 12:04 EDT,40.210894200000006,-75.36736379999999
Delaware,Pennsylvania,6,,0,0.0,2020-03-14 12:04 EDT,39.9167251,-75.39898559999999
Monroe,Pennsylvania,3,,0,0.0,2020-03-14 12:04 EDT,41.0581159,-75.33939790000001
Philadelphia,Pennsylvania,3,,0,0.0,2020-03-14 12:04 EDT,39.952220000000004,-75.16218
Bucks,Pennsylvania,3,,0,0.0,2020-03-14 12:04 EDT,40.336940399999996,-75.1067941
Cumberland,Pennsylvania,3,,0,0.0,2020-03-14 12:04 EDT,40.1636766,-77.26538070000001
Wayne,Pennsylvania,1,,0,0.0,2020-03-14 12:04 EDT,41.648788,-75.30324859999999
Northampton,Pennsylvania,1,,0,0.0,2020-03-14 12:04 EDT,40.6836,-75.49108000000001
Pike,Pennsylvania,1,,0,0.0,2020-03-14 12:04 EDT,41.332025,-75.0338235
Chester,Pennsylvania,1,,0,0.0,2020-03-14 12:04 EDT,39.9732037,-75.7484515
Washington,Pennsylvania,1,,0,0.0,2020-03-14 12:04 EDT,40.16752,-80.24648
Washington,Oregon,10,,0,0.0,2020-03-14 12:04 EDT,45.5600596,-123.098408
Linn,Oregon,8,,0,0.0,2020-03-14 12:04 EDT,44.4887414,-122.5343983
Deschutes,Oregon,3,,0,0.0,2020-03-14 12:04 EDT,44.159240000000004,-121.25967
Jackson,Oregon,2,,0,0.0,2020-03-14 12:04 EDT,42.4321189,-122.72848619999999
Umatilla,Oregon,2,,0,0.0,2020-03-14 12:04 EDT,45.91768,-119.34203000000001
Marion,Oregon,2,,0,0.0,2020-03-14 12:04 EDT,44.75045,-122.94051999999999
Klamath,Oregon,1,,0,0.0,2020-03-14 12:04 EDT,42.6921914,-121.64335179999999
Douglas,Oregon,1,,0,0.0,2020-03-14 12:04 EDT,43.279771000000004,-123.16648719999999
Multnomah,Oregon,1,,0,0.0,2020-03-14 12:04 EDT,45.46975,-122.70562
Polk,Oregon,1,,0,0.0,2020-03-14 12:04 EDT,44.9037345,-123.4127777
Clackamas,Oregon,1,,0,0.0,2020-03-14 12:04 EDT,45.41211,-122.56908999999999
James City,Virginia,7,,0,0.0,2020-03-14 12:04 EDT,37.3132739,-76.7733526
Fairfax,Virginia,6,,0,0.0,2020-03-14 12:04 EDT,38.84179,-77.30887
Arlington,Virginia,5,,0,0.0,2020-03-14 12:04 EDT,38.8905,-77.08629
Loudoun,Virginia,3,,0,0.0,2020-03-14 12:04 EDT,39.0906991,-77.63564790000001
Virginia Beach City,Virginia,2,,0,0.0,2020-03-14 12:04 EDT,36.748178700000004,-76.0574891
Prince William,Virginia,2,,0,0.0,2020-03-14 12:04 EDT,38.7024474,-77.4800235
Spotsylvania,Virginia,1,,0,0.0,2020-03-14 12:04 EDT,38.20174,-77.58855
Hanover,Virginia,1,,0,0.0,2020-03-14 12:04 EDT,37.768809999999995,-77.37109
Prince Edward,Virginia,1,,0,0.0,2020-03-14 12:04 EDT,37.2242974,-78.44105649999999
Alexandria City,Virginia,1,,0,0.0,2020-03-14 12:04 EDT,38.8183862,-77.0862296
Harrisonburg,Virginia,1,,0,0.0,2020-03-14 12:04 EDT,38.45163,-78.8697
Chesterfield,Virginia,1,,0,0.0,2020-03-14 12:04 EDT,37.377559999999995,-77.50816999999999
Davidson,Tennessee,13,,0,0.0,2020-03-14 12:04 EDT,36.16956079999999,-86.7847568
Williamson,Tennessee,9,,0,0.0,2020-03-14 12:04 EDT,35.893826700000005,-86.8986396
Shelby,Tennessee,2,,0,0.0,2020-03-14 12:04 EDT,35.1269,-89.9253
Sullivan,Tennessee,1,,0,0.0,2020-03-14 12:04 EDT,36.5128018,-82.30449499999999
Knox,Tennessee,1,,0,0.0,2020-03-14 12:04 EDT,35.9956069,-83.934652
Hamilton,Tennessee,1,,0,0.0,2020-03-14 12:04 EDT,35.179320399999995,-85.16684140000001
Jefferson,Tennessee,1,,0,0.0,2020-03-14 12:04 EDT,36.0571754,-83.45179449999999
Rutherford,Tennessee,1,,0,0.0,2020-03-14 12:04 EDT,35.842743299999995,-86.4167525
Campbell,Tennessee,1,,0,0.0,2020-03-14 12:04 EDT,36.403456299999995,-84.1493609
Unassigned,Maryland,9,,0,0.0,2020-03-14 12:04 EDT,39.063946,-76.80210100000001
Prince George's,Maryland,7,,0,0.0,2020-03-14 12:04 EDT,38.828386200000004,-76.8458707
Montgomery,Maryland,6,,0,0.0,2020-03-14 12:04 EDT,39.1363682,-77.2040317
Baltimore,Maryland,2,,0,0.0,2020-03-14 12:04 EDT,39.29058,-76.60925999999999
Harford,Maryland,1,,0,0.0,2020-03-14 12:04 EDT,39.5544404,-76.31583959999999
Charles,Maryland,1,,0,0.0,2020-03-14 12:04 EDT,38.4741042,-77.0128671
Anne Arundel,Maryland,1,,0,0.0,2020-03-14 12:04 EDT,39.008897,-76.60328630000001
Carroll,Maryland,1,,0,0.0,2020-03-14 12:04 EDT,39.5629588,-77.0224657
Oakland,Michigan,6,,0,0.0,2020-03-14 12:04 EDT,42.74214,-83.16174000000001
Wayne,Michigan,6,,0,0.0,2020-03-14 12:04 EDT,42.28515,-83.3836
Kent,Michigan,3,,0,0.0,2020-03-14 12:04 EDT,43.032162,-85.54929820000001
Washtenaw,Michigan,3,,0,0.0,2020-03-14 12:04 EDT,42.2532294,-83.83877629999999
St. Clair,Michigan,1,,0,0.0,2020-03-14 12:04 EDT,42.83189,-82.50220999999999
Ingham,Michigan,1,,0,0.0,2020-03-14 12:04 EDT,42.5970924,-84.37353420000001
Montcalm,Michigan,1,,0,0.0,2020-03-14 12:04 EDT,43.3109547,-85.1525018
Unassigned,Michigan,1,,0,0.0,2020-03-14 12:04 EDT,43.326617999999996,-84.53609499999999
Bay,Michigan,1,,0,0.0,2020-03-14 12:04 EDT,43.7073289,-83.99203709999999
Charlevoix,Michigan,1,,0,0.0,2020-03-14 12:04 EDT,45.31653,-85.26071999999999
Macomb,Michigan,1,,0,0.0,2020-03-14 12:04 EDT,42.69565,-82.92171
Wake,North Carolina,9,,0,0.0,2020-03-14 12:04 EDT,35.7901085,-78.65039759999999
Unassigned,North Carolina,3,,0,0.0,2020-03-14 12:04 EDT,35.630066,-79.80641899999999
Forsyth,North Carolina,2,,0,0.0,2020-03-14 12:04 EDT,36.130537,-80.2563022
Chatham,North Carolina,1,,0,0.0,2020-03-14 12:04 EDT,35.7026299,-79.2554158
Durham,North Carolina,1,,0,0.0,2020-03-14 12:04 EDT,35.99542,-78.89644
Johnston,North Carolina,1,,0,0.0,2020-03-14 12:04 EDT,35.5176559,-78.3657386
Mecklenburg,North Carolina,1,,0,0.0,2020-03-14 12:04 EDT,35.2414779,-80.83080550000001
Cabarrus,North Carolina,1,,0,0.0,2020-03-14 12:04 EDT,35.2372,-80.5423
Onslow,North Carolina,1,,0,0.0,2020-03-14 12:04 EDT,34.7334689,-77.4296641
Wayne,North Carolina,1,,0,0.0,2020-03-14 12:04 EDT,35.3637623,-78.0041603
Harnett,North Carolina,1,,0,0.0,2020-03-14 12:04 EDT,35.34117,-78.78837
Brunswick,North Carolina,1,,0,0.0,2020-03-14 12:04 EDT,34.0705938,-78.2374968
Clark,Nevada,16,,0,0.0,2020-03-14 12:04 EDT,36.217099700000006,-115.0246913
Washoe,Nevada,3,,0,0.0,2020-03-14 12:04 EDT,40.6869602,-119.66599099999999
Ormsby,Nevada,1,,0,0.0,2020-03-14 12:04 EDT,,
Fond du Lac,Wisconsin,6,,0,0.0,2020-03-14 12:04 EDT,43.77302,-88.44709
Dane,Wisconsin,5,,0,0.0,2020-03-14 12:04 EDT,43.2509,-89.51829000000001
Sheboygan,Wisconsin,3,,0,0.0,2020-03-14 12:04 EDT,43.74978,-87.71343
Milwaukee,Wisconsin,2,,0,0.0,2020-03-14 12:04 EDT,43.042,-87.90687
Pierce,Wisconsin,1,,0,0.0,2020-03-14 12:04 EDT,44.72273320000001,-92.42192320000001
Waukesha,Wisconsin,1,,0,0.0,2020-03-14 12:04 EDT,43.01458,-88.23548000000001
Racine,Wisconsin,1,,0,0.0,2020-03-14 12:04 EDT,42.725640000000006,-87.78955
Johnson,Iowa,14,,0,0.0,2020-03-14 12:04 EDT,41.67149570000001,-91.5880542
Pottawattamie,Iowa,1,,0,0.0,2020-03-14 12:04 EDT,41.3366584,-95.5414196
Carroll,Iowa,1,,0,0.0,2020-03-14 12:04 EDT,42.06585,-94.86793
Harrison,Iowa,1,,0,0.0,2020-03-14 12:04 EDT,41.683014,-95.815524
Marion,Indiana,3,,0,0.0,2020-03-14 12:04 EDT,39.7817436,-86.13841490000001
Johnson,Indiana,3,,0,0.0,2020-03-14 12:04 EDT,39.48998220000001,-86.1016083
Hendricks,Indiana,2,,0,0.0,2020-03-14 12:04 EDT,39.8065,-86.5401
Noble,Indiana,1,,0,0.0,2020-03-14 12:04 EDT,41.3985825,-85.41743879999999
Adams,Indiana,1,,0,0.0,2020-03-14 12:04 EDT,40.745650700000006,-84.9366342
Boone,Indiana,1,,0,0.0,2020-03-14 12:04 EDT,40.0507449,-86.4686988
Howard,Indiana,1,,0,0.0,2020-03-14 12:04 EDT,40.4835961,-86.1168603
St. Joseph,Indiana,1,,0,0.0,2020-03-14 12:04 EDT,41.6167201,-86.2899112
Hancock,Indiana,1,,0,0.0,2020-03-14 12:04 EDT,39.8235322,-85.7732226
Wells,Indiana,1,,0,0.0,2020-03-14 12:04 EDT,40.729194899999996,-85.221216
LaPorte,Indiana,1,,0,0.0,2020-03-14 12:04 EDT,41.6106,-86.72251999999999
Unassigned,Rhode Island,9,,0,0.0,2020-03-14 12:04 EDT,41.680893,-71.51178
Providence,Rhode Island,3,,0,0.0,2020-03-14 12:04 EDT,41.82387,-71.41199
RI,Rhode Island,2,,0,0.0,2020-03-14 12:04 EDT,,
Unassigned,Minnesota,4,,0,0.0,2020-03-14 12:04 EDT,45.694454,-93.900192
Ramsey,Minnesota,3,,0,0.0,2020-03-14 12:04 EDT,45.018122399999996,-93.09961679999999
Carver,Minnesota,1,,0,0.0,2020-03-14 12:04 EDT,44.76325,-93.62524
Anoka,Minnesota,1,,0,0.0,2020-03-14 12:04 EDT,45.19833,-93.38996999999999
Olmsted,Minnesota,1,,0,0.0,2020-03-14 12:04 EDT,44.0037994,-92.40181820000001
Dakota,Minnesota,1,,0,0.0,2020-03-14 12:04 EDT,44.6709807,-93.0666777
Stearns,Minnesota,1,,0,0.0,2020-03-14 12:04 EDT,45.5520968,-94.61375670000001
Hennepin,Minnesota,1,,0,0.0,2020-03-14 12:04 EDT,45.0057578,-93.4749321
Wright,Minnesota,1,,0,0.0,2020-03-14 12:04 EDT,45.173442,-93.9635579
Harrison,Kentucky,5,,0,0.0,2020-03-14 12:04 EDT,38.4417404,-84.3314045
Fayette,Kentucky,3,,0,0.0,2020-03-14 12:04 EDT,38.0422722,-84.45868670000002
Jefferson,Kentucky,2,,0,0.0,2020-03-14 12:04 EDT,38.1858902,-85.6549948
Montgomery,Kentucky,2,,0,0.0,2020-03-14 12:04 EDT,38.0334716,-83.91302990000001
Unassigned,Kentucky,2,,0,0.0,2020-03-14 12:04 EDT,37.66814,-84.670067
Douglas,Nebraska,12,,0,0.0,2020-03-14 12:04 EDT,41.295351600000004,-96.15533409999999
Knox,Nebraska,1,,0,0.0,2020-03-14 12:04 EDT,42.631654600000005,-97.89463640000001
Cass,Nebraska,1,,0,0.0,2020-03-14 12:04 EDT,40.909757899999995,-96.14136090000001
Cuyahoga,Ohio,6,,0,0.0,2020-03-14 12:04 EDT,41.4244148,-81.6585817
Stark,Ohio,2,,0,0.0,2020-03-14 12:04 EDT,40.8139096,-81.3656565
Belmont,Ohio,2,,0,0.0,2020-03-14 12:04 EDT,40.02955,-81.03891
Trumbull,Ohio,1,,0,0.0,2020-03-14 12:04 EDT,41.3170671,-80.7611827
Bulter,Ohio,1,,0,0.0,2020-03-14 12:04 EDT,,
Summit,Ohio,1,,0,0.0,2020-03-14 12:04 EDT,41.1259157,-81.53218829999999
Franklin,Ohio,1,,0,0.0,2020-03-14 12:04 EDT,39.9694713,-83.0093307
Kershaw,South Carolina,5,,0,0.0,2020-03-14 12:04 EDT,34.338922100000005,-80.590296
Camden,South Carolina,4,,0,0.0,2020-03-14 12:04 EDT,,
Charleston,South Carolina,1,,0,0.0,2020-03-14 12:04 EDT,32.78115,-79.9316
Spartanburg,South Carolina,1,,0,0.0,2020-03-14 12:04 EDT,34.94838,-81.93494
Lancaster,South Carolina,1,,0,0.0,2020-03-14 12:04 EDT,34.72096,-80.77112
Fairfield,Connecticut,8,,0,0.0,2020-03-14 12:04 EDT,41.16633,-73.22876
Litchfield,Connecticut,3,,0,0.0,2020-03-14 12:04 EDT,41.74626,-73.18895
Hartford,Connecticut,1,,0,0.0,2020-03-14 12:04 EDT,41.76375,-72.67394
