County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,110465,3702,7905,556,0.07156110000000002,40.71455,-74.00714,2020-04-14 22:57 EDT
Nassau,New York,25250,892,1001,91,0.0396436,40.7416523,-73.58899620000001,2020-04-14 22:57 EDT
Suffolk,New York,23019,979,608,40,0.026413,40.8773281,-72.85898040000001,2020-04-14 22:57 EDT
Westchester,New York,20191,405,596,39,0.0295181,41.163197600000004,-73.7560629,2020-04-14 22:57 EDT
Rockland,New York,8335,370,263,22,0.031553700000000004,41.152374,-74.0240103,2020-04-14 22:57 EDT
Orange,New York,5830,232,178,7,0.030531700000000002,41.4020682,-74.30559570000001,2020-04-14 22:57 EDT
Dutchess,New York,1934,53,17,4,0.0087901,41.7647751,-73.7428168,2020-04-14 22:57 EDT
Erie,New York,1730,69,73,7,0.0421965,42.7638212,-78.7322497,2020-04-14 22:57 EDT
Monroe,New York,850,27,56,6,0.0658824,43.1460428,-77.69674909999999,2020-04-14 22:57 EDT
Ulster,New York,716,0,13,2,0.018156400000000003,41.95986,-73.99033,2020-04-14 22:57 EDT
Putnam,New York,634,127,7,0,0.011041,41.426534499999995,-73.7494999,2020-04-14 22:57 EDT
Onondaga,New York,537,17,11,0,0.0204842,43.004870000000004,-76.1836,2020-04-14 22:57 EDT
Albany,New York,535,36,16,2,0.0299065,42.65155,-73.75520999999999,2020-04-14 22:57 EDT
Sullivan,New York,415,35,9,1,0.021686700000000003,41.7163135,-74.7681108,2020-04-14 22:57 EDT
Schenectady,New York,235,31,8,0,0.0340426,42.81238,-73.94122,2020-04-14 22:57 EDT
Oneida,New York,229,23,4,1,0.0174672,43.243065,-75.425836,2020-04-14 22:57 EDT
Saratoga,New York,224,23,4,0,0.0178571,43.06974,-73.63661,2020-04-14 22:57 EDT
Niagara,New York,216,22,5,0,0.023148099999999998,43.1999815,-78.74522259999999,2020-04-14 22:57 EDT
Steuben,New York,147,0,16,5,0.1088435,42.2678268,-77.383826,2020-04-14 22:57 EDT
Broome,New York,146,13,8,0,0.0547945,42.160218,-75.8196459,2020-04-14 22:57 EDT
Rensselaer,New York,140,27,6,0,0.042857099999999995,42.7108626,-73.5097379,2020-04-14 22:57 EDT
Tompkins,New York,113,0,0,0,0.0,42.449335,-76.4706436,2020-04-14 22:57 EDT
Madison,New York,110,0,3,0,0.027272700000000004,42.9129075,-75.669789,2020-04-14 22:57 EDT
Columbia,New York,93,0,9,0,0.09677419999999999,42.2500108,-73.6318613,2020-04-14 22:57 EDT
St. Lawrence,New York,92,3,0,0,0.0,44.17727,-76.16771999999999,2020-04-14 22:57 EDT
Warren,New York,77,29,0,0,0.0,43.5592099,-73.8588116,2020-04-14 22:57 EDT
Genesee,New York,76,5,1,0,0.0131579,43.0009402,-78.1936949,2020-04-14 22:57 EDT
Chenango,New York,68,3,0,0,0.0,42.493494399999996,-75.61153709999999,2020-04-14 22:57 EDT
Greene,New York,66,21,0,0,0.0,42.27654570000001,-74.12261590000001,2020-04-14 22:57 EDT
Chemung,New York,64,4,1,0,0.015625,42.1411881,-76.76001059999999,2020-04-14 22:57 EDT
Ontario,New York,61,4,0,0,0.0,42.852889399999995,-77.299811,2020-04-14 22:57 EDT
