County_Name,State_Name,Confirmed,New,Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,3954,2083,26,0.0065756,40.71455,-74.00714,2020-03-19 21:57 EDT
Westchester,New York,798,260,0,0.0,41.163197600000004,-73.7560629,2020-03-19 21:57 EDT
Nassau,New York,372,94,3,0.008064499999999999,40.7416523,-73.58899620000001,2020-03-19 21:57 EDT
Suffolk,New York,239,123,3,0.012552299999999999,40.8773281,-72.85898040000001,2020-03-19 21:57 EDT
Rockland,New York,53,22,1,0.0188679,41.152374,-74.0240103,2020-03-19 21:57 EDT
Orange,New York,51,19,0,0.0,41.4020682,-74.30559570000001,2020-03-19 21:57 EDT
Albany,New York,43,7,0,0.0,42.65155,-73.75520999999999,2020-03-19 21:57 EDT
Dutchess,New York,31,11,0,0.0,41.7647751,-73.7428168,2020-03-19 21:57 EDT
Monroe,New York,30,11,1,0.0333333,43.1460428,-77.69674909999999,2020-03-19 21:57 EDT
Erie,New York,28,8,0,0.0,42.7638212,-78.7322497,2020-03-19 21:57 EDT
Saratoga,New York,21,7,0,0.0,43.06974,-73.63661,2020-03-19 21:57 EDT
Schenectady,New York,14,0,0,0.0,42.81238,-73.94122,2020-03-19 21:57 EDT
Ulster,New York,9,0,0,0.0,41.95986,-73.99033,2020-03-19 21:57 EDT
Onondaga,New York,7,1,0,0.0,43.004870000000004,-76.1836,2020-03-19 21:57 EDT
Tompkins,New York,6,0,0,0.0,42.449335,-76.4706436,2020-03-19 21:57 EDT
Putnam,New York,5,3,0,0.0,41.426534499999995,-73.7494999,2020-03-19 21:57 EDT
Rensselaer,New York,4,0,0,0.0,42.7108626,-73.5097379,2020-03-19 21:57 EDT
Niagara,New York,4,4,0,0.0,43.1999815,-78.74522259999999,2020-03-19 21:57 EDT
Greene,New York,2,0,0,0.0,42.27654570000001,-74.12261590000001,2020-03-19 21:57 EDT
Montgomery,New York,2,0,0,0.0,42.90229179999999,-74.4396009,2020-03-19 21:57 EDT
Allegany,New York,2,0,0,0.0,42.2573979,-78.02755440000001,2020-03-19 21:57 EDT
Oneida,New York,2,0,0,0.0,43.243065,-75.425836,2020-03-19 21:57 EDT
Wyoming,New York,2,1,0,0.0,42.7024266,-78.22443259999999,2020-03-19 21:57 EDT
Delaware,New York,1,0,0,0.0,42.198043299999995,-74.966352,2020-03-19 21:57 EDT
Herkimer,New York,1,0,0,0.0,43.0259,-74.98433,2020-03-19 21:57 EDT
Broome,New York,1,0,0,0.0,42.160218,-75.8196459,2020-03-19 21:57 EDT
Tioga,New York,1,0,0,0.0,42.06057,-76.34519,2020-03-19 21:57 EDT
Ontario,New York,1,0,0,0.0,42.852889399999995,-77.299811,2020-03-19 21:57 EDT
Clinton,New York,1,0,0,0.0,44.7904,-73.6006,2020-03-19 21:57 EDT
Essex,New York,1,0,0,0.0,44.107557,-73.7912585,2020-03-19 21:57 EDT
Sullivan,New York,1,0,0,0.0,41.7163135,-74.7681108,2020-03-19 21:57 EDT
Genesee,New York,1,0,0,0.0,43.0009402,-78.1936949,2020-03-19 21:57 EDT
Warren,New York,1,0,0,0.0,43.5592099,-73.8588116,2020-03-19 21:57 EDT
