County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,10764,2649,99,99,0.0091973,40.71455,-74.00714,2020/03/22 22:06 EDT
Nassau,New York,1900,666,4,4,0.0021053,40.7416523,-73.58899620000001,2020/03/22 22:06 EDT
Westchester,New York,1873,486,0,0,0.0,41.163197600000004,-73.7560629,2020/03/22 22:06 EDT
Suffolk,New York,1034,372,12,12,0.0116054,40.8773281,-72.85898040000001,2020/03/22 22:06 EDT
Rockland,New York,455,193,1,1,0.0021978,41.152374,-74.0240103,2020/03/22 22:06 EDT
Orange,New York,247,84,0,0,0.0,41.4020682,-74.30559570000001,2020/03/22 22:06 EDT
Albany,New York,123,35,0,0,0.0,42.65155,-73.75520999999999,2020/03/22 22:06 EDT
Dutchess,New York,82,33,1,1,0.0121951,41.7647751,-73.7428168,2020/03/22 22:06 EDT
Monroe,New York,68,22,1,1,0.0147059,43.1460428,-77.69674909999999,2020/03/22 22:06 EDT
Erie,New York,56,0,0,0,0.0,42.7638212,-78.7322497,2020/03/22 22:06 EDT
Onondaga,New York,45,11,0,0,0.0,43.004870000000004,-76.1836,2020/03/22 22:06 EDT
Saratoga,New York,35,0,0,0,0.0,43.06974,-73.63661,2020/03/22 22:06 EDT
Schenectady,New York,32,0,0,0,0.0,42.81238,-73.94122,2020/03/22 22:06 EDT
Putnam,New York,31,0,0,0,0.0,41.426534499999995,-73.7494999,2020/03/22 22:06 EDT
Rensselaer,New York,20,0,0,0,0.0,42.7108626,-73.5097379,2020/03/22 22:06 EDT
Ulster,New York,18,0,0,0,0.0,41.95986,-73.99033,2020/03/22 22:06 EDT
Columbia,New York,17,10,0,0,0.0,42.2500108,-73.6318613,2020/03/22 22:06 EDT
Tompkins,New York,15,3,0,0,0.0,42.449335,-76.4706436,2020/03/22 22:06 EDT
Sullivan,New York,12,0,0,0,0.0,41.7163135,-74.7681108,2020/03/22 22:06 EDT
Niagara,New York,9,0,0,0,0.0,43.1999815,-78.74522259999999,2020/03/22 22:06 EDT
